,price
12007,15900
17632,16750
28112,5200
44069,19795
8076,36000
52551,79500
13998,9250
50218,7100
17140,54000
29598,20000
40210,38000
50980,16800
5463,11900
35350,30510
23057,14995
22540,67000
7198,24950
19972,77430
35981,24000
2190,15000
10853,60000
15877,45950
17740,21500
34242,18700
31400,13600
3245,65000
10216,17000
30813,2500
43850,31000
12103,24500
51618,6000
13955,65000
27083,15500
8871,30000
2736,7500
21658,26000
34018,38000
50064,31599
4581,7500
50922,22000
3416,5000
15316,18000
40074,17500
24465,53000
53252,41000
2388,18795
50326,55000
51325,20000
6844,41000
39530,16000
19275,40000
22757,33000
42946,24000
43194,16000
33685,26485
16068,21999
31021,19900
29047,39990
5393,20995
28210,10500
20748,17800
11654,16900
2903,33000
12134,24500
22190,13500
8332,40000
38234,27671
45377,18900
39686,24995
18705,39000
41472,17999
40325,14000
13962,3950
40018,19000
18775,20199
46827,32000
30480,15500
46404,37405
47593,15000
24320,34000
30029,35500
16435,85000
24441,52000
7922,30000
49813,11995
22894,67800
16420,40000
44358,15995
3805,45000
15305,19000
35144,13000
15132,10900
44289,65000
10728,13599
26454,55000
38048,45480
52520,4500
48315,6500
31213,33242
45350,23000
51160,65994
4508,18999
45241,23999
50908,72000
33235,55000
16722,32300
53435,14500
2062,22495
22445,45900
30566,40000
20069,46750
25699,29500
16078,36000
36669,15500
39579,11600
51847,8500
7494,24900
36423,11500
25067,13800
53317,12500
50744,6750
4621,37500
32342,15499
32944,60000
40385,6250
47490,26500
37941,20499
41808,54000
30268,29000
12253,12500
24676,26600
1810,11400
11533,13500
52863,72980
28476,76500
7973,19500
28700,19999
33505,4400
45574,9500
6558,17000
22827,3200
7362,61999
38650,18500
24074,31999
49968,45000
40589,27599
16425,38000
5357,11000
37502,85500
135,4300
3619,27500
11200,48500
34556,33000
10976,16000
39744,10000
32985,25900
31065,7450
36188,68500
13535,29645
25440,19000
30331,46500
35622,38000
13655,59549
37625,73995
17680,21900
44859,21000
40089,7200
6580,13000
8026,9000
46759,46500
33220,17500
4152,14000
10933,69685
43034,28991
6960,42500
52992,7500
29664,22500
33602,18500
43508,25495
5179,18000
41148,16500
32364,16900
38722,7500
35924,29000
39151,73000
53879,15000
5062,9950
40417,14000
2235,19900
23216,24995
29215,47645
10413,13349
16506,35900
40093,21500
44819,48000
46843,19000
41320,15500
51196,67900
36310,13000
25784,12499
34216,32500
4649,20000
30130,28500
25351,9995
8489,41999
35333,7000
904,29500
15401,65000
36972,20999
26786,16750
38218,8500
14530,23000
5275,31000
48645,62500
33529,72777
37542,17777
8423,13500
45097,27450
51974,5000
12940,16750
37480,28499
32412,29995
6004,73600
8007,55000
12819,32500
9247,45000
28627,24899
21441,49999
21471,39750
33798,49990
29974,33999
50388,69000
43297,19500
53984,67900
4521,46599
10663,8950
30313,2300
45596,69995
39443,10500
10618,6500
40235,35800
31050,68750
44945,27450
11141,7200
48359,22500
3490,38500
50439,41000
28448,50000
54234,11500
19446,18900
10167,9999
38056,13999
7284,41986
10436,24500
24920,7900
43407,18000
30062,19998
19407,11500
2537,16500
26095,4500
29963,15900
15270,46000
47951,10900
8549,15000
1579,6700
32896,19500
35464,5000
39033,15000
616,2899
43816,29000
23694,64000
17023,7500
17974,62000
9082,42700
19121,18000
51235,14500
6795,56515
2738,7500
13503,38500
12344,30000
50224,15900
33472,70000
4375,68995
28562,60000
45504,46900
31232,26900
43136,34000
17491,13715
47742,40995
45070,67500
31260,5230
54192,30000
4035,69900
46988,43500
16911,9100
4891,17999
34674,59950
21831,20900
11455,12433
22797,35707
10373,76000
49359,3000
48352,26000
26336,15900
32395,14599
38921,41885
10687,3000
17973,59000
23857,48000
52474,83500
2541,35995
4734,28750
18204,55000
24860,16000
27522,10700
13261,35000
1116,30000
6143,4500
38009,22000
50682,18000
21956,22500
29721,29000
40598,35000
36755,6999
45808,67500
43829,10500
15622,27900
41675,14998
10736,13500
39532,44800
12083,37999
6800,19900
9474,79950
1936,69685
42827,27000
37642,28999
23389,38000
7004,10999
37806,53000
18943,68500
1993,6700
6534,8950
31403,31999
48801,73500
8613,34700
24857,28500
22461,17500
4796,6999
27153,32500
47122,6800
42806,6000
14243,18500
1606,21800
3650,21000
53430,19998
31609,38000
45800,25900
34249,8400
14110,28500
5592,26000
54047,11500
3753,7500
29204,27000
53967,37998
40706,48500
49878,29995
21664,9500
28881,5500
31340,31000
37432,13000
5083,23999
17428,14999
23334,23500
39962,46500
40339,25950
14111,42995
39110,68000
37679,24999
41799,15000
24392,52000
34508,9999
18890,9500
31584,39777
9524,68995
13053,10500
45038,78000
2513,8000
17844,12999
45190,2300
30460,15300
7162,21500
42691,13500
30036,35000
25693,6500
7310,22500
15892,18500
5879,13900
41842,13000
9499,28000
35565,68995
33940,49000
38311,39244
782,33500
25447,30510
28206,12900
19708,48500
1926,15000
27314,53000
16854,35995
18199,33591
23972,6800
28727,84645
36424,31500
21794,31000
48172,17999
25274,41899
35930,9998
30255,57000
30144,37500
52944,66000
359,35899
8896,20500
39488,9200
10324,17000
18280,45000
44450,72995
20455,39500
6404,47995
25336,22000
29517,32500
7955,36000
7184,37900
21915,10500
53242,37400
53787,52000
46857,43000
45029,60000
12644,44000
48332,55655
47534,28000
18113,19999
24906,17995
43497,28000
35278,53000
9981,55000
53016,27999
4735,69500
13642,48600
565,28900
25516,32000
39749,24900
50138,46000
45694,19500
13530,40950
49056,49500
23410,36000
27442,59750
6301,51999
20185,7900
42434,31000
54122,7000
3225,7000
7861,12500
25758,57000
4056,17500
4485,7999
27868,36000
32748,34600
22635,30000
9851,50999
9371,19600
9190,13300
28347,40000
43780,17999
443,28000
3983,45999
27599,59335
10922,5230
24508,45999
46082,37000
3510,12000
43284,54999
26980,44870
50687,21000
50195,4000
3367,50000
44566,14980
53810,23500
18782,23000
16144,15000
37343,29500
46510,5000
29518,20000
796,3750
1451,27900
36512,23500
23099,10000
19292,9995
14713,41000
53809,17500
46276,25000
5100,44400
15991,8900
42353,6000
17801,10500
21773,37500
35870,34500
44892,65000
30998,19780
33587,5500
38768,34599
50033,41250
44747,27875
19371,14500
23326,24500
24018,34950
51214,22495
33347,38995
18104,42500
31759,51899
23163,50000
38944,40000
5274,8550
49389,39750
22327,15500
17660,30500
47706,16000
2820,9500
8191,29994
32331,25900
17409,33800
34428,26497
27982,37500
6137,15500
28880,26950
15413,16500
51972,22500
9211,15495
22142,39884
26385,9500
29085,25495
36884,57850
46195,8500
39647,7500
10487,8500
33462,23600
24802,60000
25814,11995
32397,51500
51335,18500
38925,36995
7920,39500
36563,39500
25635,19500
53169,68900
5964,5000
47880,12850
21836,78500
8561,35999
4289,16995
31756,8200
46013,33900
34057,57500
41165,46995
49953,49000
11631,13000
25219,47000
35230,4500
10435,9000
43390,11970
47207,47500
20486,55000
50191,18800
38452,41000
39642,24500
20889,36000
22786,65000
17249,15000
53729,13500
45457,68590
38467,60500
23401,42500
17219,12999
701,22495
36422,26000
39393,32500
30580,14998
46436,41986
25029,8500
51084,45000
5084,16000
40113,26499
29834,39000
4409,12500
22036,25000
32475,34500
47370,36300
40511,11499
5208,63900
25320,9250
36994,35645
18915,20000
24539,36000
2123,12749
21327,31700
4531,7500
25546,8500
20672,47000
47756,36500
14010,25500
22830,26000
26927,7850
19322,14950
3082,62000
13717,37000
24223,24995
12147,21000
48605,77430
44745,38700
50347,40500
18508,19500
17537,15000
4865,74500
36035,19500
2104,39995
36396,10000
11306,20000
52107,39950
13507,20000
28776,36000
9492,8500
49682,27500
40690,20000
235,33295
22240,8500
1098,36740
9219,63997
42149,28000
47828,13200
48087,31900
19332,38500
42755,37000
25702,18800
19498,69995
17863,12000
21286,55000
1249,13000
627,16500
31564,6699
27907,36995
18193,50000
52109,86999
45142,30000
18515,22989
17774,11999
21801,26900
30483,86999
15944,37405
13763,52000
41007,20000
26052,52000
36753,79950
47531,17900
38343,27450
15384,36950
23490,24950
54011,17500
5176,19996
38904,31000
31474,12499
38133,10500
17933,38000
36820,5000
25142,9850
50148,5800
8053,13800
43827,12300
11763,31700
17052,15000
10634,21500
39707,18500
35914,30000
42739,29500
38055,24000
52480,72999
50912,54500
7964,18000
50776,6800
36976,12000
43992,12950
21602,22500
29565,11500
36715,8500
13400,10990
53239,7999
39868,22500
3183,62500
28425,29500
17531,82500
42311,18500
13805,43499
38630,17500
32199,45000
18897,40000
19690,50000
26876,12000
22634,67000
24388,60995
41260,43999
35098,51900
14000,9500
42439,49900
16087,13300
25848,47000
44786,59950
34050,22999
50428,6500
46491,21900
36331,7999
20366,53500
9528,7700
49711,16000
9500,32000
31687,13900
12318,15999
30447,61500
17905,17500
1281,36999
52470,35995
24813,43000
28406,48500
1957,23000
53862,17000
47036,21800
37412,15500
22433,15000
25015,15750
53374,27995
44954,22000
19453,17000
13954,29950
16273,17500
29781,38500
13370,20500
30808,15000
16122,17900
41499,64000
42351,24440
10676,44900
22815,52000
1507,49999
20055,6500
11117,33500
17424,35000
8084,35000
49098,86999
37796,32100
24626,18500
50652,10950
20406,14000
32828,29500
29131,19000
10510,13800
22957,55000
47690,23750
48780,6900
28189,9400
13692,24000
8082,22500
45053,27500
10530,55000
4258,70000
23016,12500
24438,7000
29200,10000
47601,30990
30870,13700
10646,32500
49363,53000
49988,65999
33995,11498
15080,20150
31750,20900
22268,78000
17095,17900
23015,9975
12450,10800
11657,53999
18765,71950
19106,22500
23776,31300
10981,6500
25105,33000
44460,31000
5372,86900
27214,67900
5980,32999
25041,6999
26651,37000
9582,27499
15171,11500
6588,17500
2933,16900
9456,10200
25910,36500
42822,15990
46591,54000
34527,55000
50137,45000
47240,21900
29160,12599
14394,12500
26741,54999
6026,30950
40190,23000
22543,55000
10314,41329
34536,24500
38333,4700
30236,25000
31813,41899
1190,73300
30678,41500
7412,16900
54188,29500
13319,19000
50417,45000
51893,15000
31495,69000
3892,14500
13970,47500
49618,80000
3209,16995
35460,27500
25720,51800
2372,20000
52767,12000
11198,3850
3266,12500
19124,21500
29536,53900
1385,13000
29157,12500
48601,70000
43812,38000
7576,25000
6468,31000
1067,35000
40592,8500
7387,28000
42542,85000
18709,34700
35839,19395
30801,16000
53640,37999
7417,61350
33227,43147
9940,43000
38782,78500
3613,17800
6989,8800
13721,9250
1192,19500
38797,13500
31388,18500
47305,54599
2488,14490
53112,22500
2445,26900
11262,21000
18963,14500
47296,33000
42263,30000
47759,50500
46833,26000
36527,20990
951,31599
9078,30000
51178,14990
8143,40500
33886,45500
10100,33600
159,47500
42086,11000
44578,52000
36791,15000
50761,59800
20441,39500
6828,12500
22131,32000
5132,40655
12571,19500
38003,28700
54170,10000
6734,15998
37615,31000
42228,24999
15368,15900
46578,22000
17959,20990
1083,7500
48733,32000
39133,42995
20699,22500
21270,6000
23534,7899
2660,7900
9963,12000
26006,7500
48450,27000
13625,69950
43993,63500
47198,24500
2859,31380
29175,32000
7825,36300
18630,5500
3891,32999
12840,73000
35669,48000
17244,68969
51215,33200
53518,9950
50076,16995
43876,7999
50586,15000
42775,33000
35283,10000
36293,5500
17626,51500
20032,69000
38280,34500
26628,29000
29873,42000
43391,16500
40173,50000
36701,49900
40551,33950
12980,47500
37304,75000
28770,14195
45494,32950
573,22500
33973,9000
29926,44000
14772,20900
15680,37000
11444,32500
2956,6500
8640,76000
9430,15000
37639,9200
45175,29500
14563,38500
43377,18800
32018,23750
4472,19750
4039,9400
48611,42000
29703,28000
34579,6750
19061,57000
28787,27900
31404,38000
52840,3600
35112,33000
23670,62900
27287,5999
25614,17999
52356,28500
44674,11500
19335,42850
45731,35000
39098,39951
25253,20999
9666,36880
51492,13450
14625,33999
10814,44249
34903,58000
9053,12500
22575,11495
52709,36000
15068,73000
4124,32500
36393,35750
23319,65999
53843,29900
41292,29000
49730,30000
42363,6500
7312,69950
13786,4900
34981,31995
14607,7899
40373,13980
856,10000
19141,63999
10626,30510
7634,27500
15611,43500
48807,62000
14634,9000
15531,36990
43379,19000
19320,15500
11938,40000
6762,14500
28711,12000
19223,32000
42519,13900
37058,52000
39567,21999
13519,30999
52277,45900
38728,26500
49677,12000
48085,9500
11060,88900
17137,15500
47,61500
34609,13600
38812,39000
52395,19900
14692,38633
40938,84645
45911,36500
27970,30000
2914,50000
11585,13000
2380,28995
34481,5000
25809,82499
39262,28000
3103,11500
9758,40000
20583,4500
17426,44605
4146,12000
3683,27900
27075,38995
39201,34000
4819,55000
24023,13490
17226,39100
19308,38000
35058,5949
6627,14500
4710,10900
15573,68000
17279,58000
17764,36000
20513,53800
19399,5000
49277,8300
40561,76373
36455,26000
49260,51000
45869,17500
40556,30500
19488,28900
51817,45000
30293,24000
1296,7450
14267,28906
51371,8900
2531,16900
37278,27500
7342,74500
10110,21500
24595,14998
36412,56900
18844,6500
38596,18500
10077,64995
46911,8100
30657,15500
26166,14800
49520,3500
42886,30000
48300,78500
10705,30000
36950,22000
51129,53999
4981,44870
32111,15000
15493,12990
42832,27000
11378,27890
23100,32100
4439,10900
46169,53500
2434,55000
1523,16900
4526,3500
8344,16500
7414,39000
53429,78000
6825,18700
5631,46500
17543,45480
10101,16000
12601,10995
33911,10000
35698,15700
20444,6500
23787,60995
7259,44500
11104,48000
45759,18500
49242,15999
40997,43500
3073,75499
37736,9995
41974,74500
26132,15900
3412,35000
26523,13895
31337,36500
42440,44000
17096,89000
8335,23900
30816,53000
52836,9000
633,74500
28140,80140
38245,31906
6943,61059
40625,16000
13914,27500
51950,35300
847,22999
32762,61900
22203,84500
6237,27900
11856,22500
21004,13500
22453,23000
12476,9875
10481,52500
19895,11500
50851,26000
42654,46850
38458,12900
47881,54999
8216,37499
3960,8500
32468,6500
43980,14995
13949,20900
31461,28500
7220,12500
18940,10900
15826,31500
11598,26900
8601,20995
25534,2500
51096,13500
32934,22800
34929,34950
21361,42000
11319,8500
47501,50000
8603,5500
39114,7200
14728,36995
29195,39999
12208,15000
3154,34000
37070,4000
35461,54995
26553,33999
49283,54599
8716,48999
34218,29800
45398,29500
43252,17500
14619,51499
53177,57619
10419,9500
17997,17500
6945,36791
50530,67500
29694,53999
45986,20900
1324,8999
10000,40750
1995,34562
47673,72000
22525,11499
783,64000
23931,26816
54262,7200
10238,47000
6407,32324
7876,3995
26801,42599
54230,26000
8175,25500
12871,9500
33512,40459
22210,24000
39823,17800
53905,12499
19384,26500
14393,79500
8720,4900
3688,17900
40702,15000
16191,8500
36673,22222
31089,34999
42089,19950
49388,18000
46490,42900
8764,54900
7974,4500
47751,56000
35002,10200
27913,22500
44965,25500
17286,24999
7866,32455
22378,20999
43111,17900
2024,29999
8663,20995
29123,17900
18450,12000
4661,37999
3280,22500
20608,38000
28650,16600
23900,12000
45875,18900
25909,33950
38095,30000
2725,21000
1383,19000
42184,9450
33076,17900
18567,22500
8474,38880
41176,33885
54260,31000
46076,9200
50722,40000
18962,6800
22083,23599
436,34000
16284,44999
23811,9499
15183,78999
25698,18800
25687,6975
29762,62450
13537,15500
48231,10950
32837,64990
40306,26000
37958,15499
9842,12350
3661,47000
16529,73600
14064,28000
9707,63500
34285,62479
47998,33295
6441,11000
13797,21999
9398,20470
12931,55000
21542,49000
23934,80000
51152,12500
12178,33295
48596,9500
40382,52500
43969,16500
3184,29994
45178,13700
44576,8500
39665,31700
22873,15500
23516,27500
52922,9250
29304,29000
31678,68000
35284,25800
48037,59500
11830,43147
17009,54900
25649,9500
33284,51900
12608,14250
6616,37000
48652,18853
3790,30000
2125,24950
36992,4995
10512,22000
21576,14950
30957,20995
2463,6348
11538,46000
25413,15999
25032,47800
18425,28500
23793,53000
53083,15000
22500,68750
679,18500
19247,37500
3652,54900
35562,33800
33051,35995
45437,29500
50656,33295
4529,32000
17295,17995
10496,13500
24699,19900
51929,37500
39937,30000
34844,41950
43417,20000
5370,9000
18060,22000
7078,11000
36229,22000
11819,9250
3920,50000
5122,21000
34873,39995
25840,29500
5061,18000
33348,28000
51752,21499
6995,15500
47796,6880
16616,13500
39893,30599
45668,37000
51337,15000
19645,47500
12752,56999
42128,27500
3366,28500
50072,34000
42349,62000
23877,46995
41107,17000
13202,30500
20410,17999
33310,54995
1085,36791
41712,23000
38373,28900
7744,82499
14826,69500
15438,57999
10905,17500
18207,10900
33816,15500
24541,35000
49745,16000
12851,45277
367,34900
19647,29000
19616,22000
20291,52000
21599,75000
20704,28000
13936,11500
22725,28500
5295,22000
34795,64000
24423,44900
40011,17500
18124,16499
9769,16000
21403,11900
42800,32000
27405,25000
46398,19800
50489,31500
42454,10900
29960,46000
25292,49700
1394,22500
47685,28000
33473,31700
11798,28500
8001,33295
6131,24000
43467,11000
36859,35000
19993,29000
39877,17500
43923,28900
8739,38900
44980,63500
11386,42000
9101,68750
49322,21000
45967,35707
52283,15900
25499,16000
42114,21990
47547,23500
1460,45000
53290,48000
2168,21500
47714,41000
27006,37500
52902,31650
32248,7850
47997,32450
28121,18000
6605,28000
37244,14250
51461,23999
27771,18999
19181,16000
1569,3850
12549,52000
34337,27500
43302,41500
16882,84645
32652,22000
53468,17000
38404,7500
38191,65000
2503,22000
33217,16000
1476,24900
43487,82000
8878,9999
40722,55000
33155,49750
42105,21000
426,47498
47474,80000
5300,18387
42750,28000
34124,15000
19530,39500
1448,28890
30604,26816
1605,12433
8849,67000
52622,37000
45660,26000
50100,5500
6177,27518
42749,41899
48850,11999
47488,4500
39700,75000
11483,38900
33309,67900
41290,38880
22727,11995
43946,15000
31817,36000
40277,14699
16503,18200
28058,73000
12264,27500
26782,23000
50844,27500
48665,33500
50892,39999
4634,18000
28988,7200
7244,6900
41403,20999
10615,35000
20219,35500
12705,5500
27630,45861
50864,52999
33933,19950
16944,17900
28129,52500
11649,42900
36842,33580
13554,10500
9802,41999
24501,26000
42563,30500
41095,60000
50918,58900
23646,15900
54258,40995
6169,45950
36108,38900
10026,19950
24060,20000
23928,19999
15432,55000
24849,15999
10747,27000
16937,29500
50842,48000
12148,5990
48044,42500
19314,10000
28432,71900
19246,63000
32353,59200
31221,12995
34363,45023
13047,13800
48025,46500
